"","iteration time","p_Z","gamma","heterogeneity","n_0","n_1","inter_ratio","inter_strength","alpha_modifier","eta_modifier","method","beta_hat","p_power","p_cover"
"290",2,3,0,0,12000,12000,1,1,0,1,"Weighted mode",1.02012757640072,0,0.288017645803032
"291",2,3,0,0,12000,12000,1,1,0,1,"MR-RAPS",0.997982528974566,0,0.895596281062287
"292",2,3,0,0,12000,12000,1,1,0,1,"Contamination Mixture",0.992415823101955,0,0.869664067642628
"293",2,3,0,0,12000,12000,1,1,0,1,"MR-Robust",0.996186589742345,0,0.835861547024573
"294",2,3,0,0,12000,12000,1,1,0,1,"MR-Lasso",0.996247387499449,0,0.846119777001739
"295",2,3,0,0,12000,12000,1,1,0,1,"Trans-OR",0.996230169985019,NA,NA
"296",2,3,0,0,12000,12000,1,1,0,1,"Trans-IPW",0.994773590284623,NA,NA
"297",2,3,0,0,12000,12000,1,1,0,1,"Trans-AIPW",0.994773590284624,NA,NA
"298",3,3,0,0,12000,12000,1,1,0,1,"IVW",1.00893714297248,0,0.407944131490353
"299",3,3,0,0,12000,12000,1,1,0,1,"Egger",1.00914871496592,0,0.881359387372687
"300",3,3,0,0,12000,12000,1,1,0,1,"Weighted median",1.00898668750919,0,0.594392235758908
"301",3,3,0,0,12000,12000,1,1,0,1,"Weighted mode",1.00928727844957,0,0.618465921565118
"302",3,3,0,0,12000,12000,1,1,0,1,"MR-RAPS",1.00896439251214,0,0.568725008030914
"303",3,3,0,0,12000,12000,1,1,0,1,"Contamination Mixture",1.0042744349665,0,3.18895438500277e-07
"304",3,3,0,0,12000,12000,1,1,0,1,"MR-Robust",1.00893876183994,0,0.212292524558261
"305",3,3,0,0,12000,12000,1,1,0,1,"MR-Lasso",1.00893714297248,0,0.407944131490365
"306",3,3,0,0,12000,12000,1,1,0,1,"Trans-OR",0.996940615417531,NA,NA
"307",3,3,0,0,12000,12000,1,1,0,1,"Trans-IPW",0.989855185113334,NA,NA
"308",3,3,0,0,12000,12000,1,1,0,1,"Trans-AIPW",0.989855185113333,NA,NA
"309",4,3,0,0,12000,12000,1,1,0,1,"IVW",1.04156579245451,0,0.00728725796516327
"310",4,3,0,0,12000,12000,1,1,0,1,"Egger",1.10252255694258,0,0.357672876556038
"311",4,3,0,0,12000,12000,1,1,0,1,"Weighted median",1.03454026133446,0,0.0515434970643192
"312",4,3,0,0,12000,12000,1,1,0,1,"Weighted mode",1.02864340087975,0,0.128019623059954
"313",4,3,0,0,12000,12000,1,1,0,1,"MR-RAPS",1.04038827368192,0,0.0121463140639111
"314",4,3,0,0,12000,12000,1,1,0,1,"Contamination Mixture",1.04521465566995,0,0.313746793846321
"315",4,3,0,0,12000,12000,1,1,0,1,"MR-Robust",1.04094394239181,0,0.00288106202190219
"316",4,3,0,0,12000,12000,1,1,0,1,"MR-Lasso",1.04156579245451,0,0.00728725796516327
"317",4,3,0,0,12000,12000,1,1,0,1,"Trans-OR",1.02957835692788,NA,NA
"318",4,3,0,0,12000,12000,1,1,0,1,"Trans-IPW",1.02796467693355,NA,NA
"319",4,3,0,0,12000,12000,1,1,0,1,"Trans-AIPW",1.02796467693355,NA,NA
"320",5,3,0,0,12000,12000,1,1,0,1,"IVW",1.00896304810426,0,0.723260810664905
"321",5,3,0,0,12000,12000,1,1,0,1,"Egger",1.12314320925676,2.76385581088334e-10,0.488937111326491
"322",5,3,0,0,12000,12000,1,1,0,1,"Weighted median",0.999802710986707,0,0.991501671895236
"323",5,3,0,0,12000,12000,1,1,0,1,"Weighted mode",0.992635556601999,0,0.724913676399818
"324",5,3,0,0,12000,12000,1,1,0,1,"MR-RAPS",1.00268812397979,0,0.865278524825261
"325",5,3,0,0,12000,12000,1,1,0,1,"Contamination Mixture",1.01008407196393,0,0.897379736214815
"326",5,3,0,0,12000,12000,1,1,0,1,"MR-Robust",1.00820469596303,0,0.673196693929554
"327",5,3,0,0,12000,12000,1,1,0,1,"MR-Lasso",1.00896304810426,0,0.723260810664905
"328",5,3,0,0,12000,12000,1,1,0,1,"Trans-OR",1.02339792751129,NA,NA
"329",5,3,0,0,12000,12000,1,1,0,1,"Trans-IPW",1.02000039607998,NA,NA
"330",5,3,0,0,12000,12000,1,1,0,1,"Trans-AIPW",1.02000039607998,NA,NA
"331",1,3,0,0.2,12000,12000,1,1,0,1,"IVW",0.916984353114811,0,6.66133814775094e-16
"332",1,3,0,0.2,12000,12000,1,1,0,1,"Egger",0.884726460321317,0,0.0497786653144039
"333",1,3,0,0.2,12000,12000,1,1,0,1,"Weighted median",0.914470918965383,0,9.33466792751858e-09
"334",1,3,0,0.2,12000,12000,1,1,0,1,"Weighted mode",0.91446003674755,0,3.27144249023803e-07
"335",1,3,0,0.2,12000,12000,1,1,0,1,"MR-RAPS",0.917029719267138,0,1.39265665666244e-08
"336",1,3,0,0.2,12000,12000,1,1,0,1,"Contamination Mixture",0.915931654201919,0,4.37403224751165e-10
"337",1,3,0,0.2,12000,12000,1,1,0,1,"MR-Robust",0.914455988864687,0,0
"338",1,3,0,0.2,12000,12000,1,1,0,1,"MR-Lasso",0.916984353114811,0,6.66133814775094e-16
"339",1,3,0,0.2,12000,12000,1,1,0,1,"Trans-OR",0.995907133069416,NA,NA
"340",1,3,0,0.2,12000,12000,1,1,0,1,"Trans-IPW",0.994384346146867,NA,NA
"341",1,3,0,0.2,12000,12000,1,1,0,1,"Trans-AIPW",0.994384346146867,NA,NA
"342",2,3,0,0.2,12000,12000,1,1,0,1,"IVW",0.907870901286651,0,4.36866877784325e-07
"343",2,3,0,0.2,12000,12000,1,1,0,1,"Egger",0.925353802128514,3.18231219154086e-10,0.611895285678821
"344",2,3,0,0.2,12000,12000,1,1,0,1,"Weighted median",0.906340259429923,0,1.44228542442448e-08
"345",2,3,0,0.2,12000,12000,1,1,0,1,"Weighted mode",0.929505163293127,0,6.08484248945107e-05
"346",2,3,0,0.2,12000,12000,1,1,0,1,"MR-RAPS",0.909560780198128,0,3.94003940584753e-10
"347",2,3,0,0.2,12000,12000,1,1,0,1,"Contamination Mixture",0.907173145159438,0,0.0329431418545956
"348",2,3,0,0.2,12000,12000,1,1,0,1,"MR-Robust",0.907828068927847,0,1.10912895312509e-07
"349",2,3,0,0.2,12000,12000,1,1,0,1,"MR-Lasso",0.907870901286651,0,4.36866877784325e-07
"350",2,3,0,0.2,12000,12000,1,1,0,1,"Trans-OR",0.991739435030702,NA,NA
"351",2,3,0,0.2,12000,12000,1,1,0,1,"Trans-IPW",0.988353679174296,NA,NA
"352",2,3,0,0.2,12000,12000,1,1,0,1,"Trans-AIPW",0.988353679174294,NA,NA
"353",3,3,0,0.2,12000,12000,1,1,0,1,"IVW",0.912292905211961,0,0
"354",3,3,0,0.2,12000,12000,1,1,0,1,"Egger",0.923666619737656,0,0.193192556225725
"355",3,3,0,0.2,12000,12000,1,1,0,1,"Weighted median",0.908874936416429,0,6.40828012876682e-09
"356",3,3,0,0.2,12000,12000,1,1,0,1,"Weighted mode",0.908745033000834,0,2.28578734384755e-07
"357",3,3,0,0.2,12000,12000,1,1,0,1,"MR-RAPS",0.911982996491679,0,2.09564321451694e-09
"358",3,3,0,0.2,12000,12000,1,1,0,1,"Contamination Mixture",0.917035947398679,0,8.88178419700125e-16
"359",3,3,0,0.2,12000,12000,1,1,0,1,"MR-Robust",0.911762144536463,0.168407382098374,0.893959971064082
"360",3,3,0,0.2,12000,12000,1,1,0,1,"MR-Lasso",0.912292905211961,0,0
"361",3,3,0,0.2,12000,12000,1,1,0,1,"Trans-OR",1.00097126717622,NA,NA
"362",3,3,0,0.2,12000,12000,1,1,0,1,"Trans-IPW",0.989852384480892,NA,NA
"363",3,3,0,0.2,12000,12000,1,1,0,1,"Trans-AIPW",0.989852384480891,NA,NA
"364",4,3,0,0.2,12000,12000,1,1,0,1,"IVW",0.954419177987019,0,0.0182971711824493
"365",4,3,0,0.2,12000,12000,1,1,0,1,"Egger",1.04185888444019,1.99840144432528e-15,0.749499290488029
"366",4,3,0,0.2,12000,12000,1,1,0,1,"Weighted median",0.946955559100682,0,0.00206440595688706
"367",4,3,0,0.2,12000,12000,1,1,0,1,"Weighted mode",0.939414897352563,0,0.00100210397691214
"368",4,3,0,0.2,12000,12000,1,1,0,1,"MR-RAPS",0.951809184419717,0,0.00148491264794837
"369",4,3,0,0.2,12000,12000,1,1,0,1,"Contamination Mixture",0.950117373146031,0,0.383815746273457
"370",4,3,0,0.2,12000,12000,1,1,0,1,"MR-Robust",0.953773233653373,0,0.00370377321094373
"371",4,3,0,0.2,12000,12000,1,1,0,1,"MR-Lasso",0.954419177987019,0,0.0182971711824493
"372",4,3,0,0.2,12000,12000,1,1,0,1,"Trans-OR",1.03321199227627,NA,NA
"373",4,3,0,0.2,12000,12000,1,1,0,1,"Trans-IPW",1.03372002454959,NA,NA
"374",4,3,0,0.2,12000,12000,1,1,0,1,"Trans-AIPW",1.03372002454959,NA,NA
"375",5,3,0,0.2,12000,12000,1,1,0,1,"IVW",0.913586265969244,0,0.000796797532401028
"376",5,3,0,0.2,12000,12000,1,1,0,1,"Egger",1.03745423868787,2.77496847722603e-09,0.830075637635237
"377",5,3,0,0.2,12000,12000,1,1,0,1,"Weighted median",0.905321065451305,0,6.46186053554487e-08
"378",5,3,0,0.2,12000,12000,1,1,0,1,"Weighted mode",0.899368515213418,0,7.96112026302254e-07
"379",5,3,0,0.2,12000,12000,1,1,0,1,"MR-RAPS",0.906516329242807,0,2.88614909749185e-10
"380",5,3,0,0.2,12000,12000,1,1,0,1,"Contamination Mixture",0.913507217834584,0,0.280099645898216
"381",5,3,0,0.2,12000,12000,1,1,0,1,"MR-Robust",0.91291252440852,0,6.9479171640463e-06
"382",5,3,0,0.2,12000,12000,1,1,0,1,"MR-Lasso",0.913586265969244,0,0.000796797532401028
"383",5,3,0,0.2,12000,12000,1,1,0,1,"Trans-OR",1.02159213221275,NA,NA
"384",5,3,0,0.2,12000,12000,1,1,0,1,"Trans-IPW",1.01911973285814,NA,NA
"385",5,3,0,0.2,12000,12000,1,1,0,1,"Trans-AIPW",1.01911973285814,NA,NA
"386",1,3,0,0.4,12000,12000,1,1,0,1,"IVW",0.832912254403532,0,0
"387",1,3,0,0.4,12000,12000,1,1,0,1,"Egger",0.790478469345391,0,0.000210461394086092
"388",1,3,0,0.4,12000,12000,1,1,0,1,"Weighted median",0.829598891669875,0,0
"389",1,3,0,0.4,12000,12000,1,1,0,1,"Weighted mode",0.829567042612526,0,0
"390",1,3,0,0.4,12000,12000,1,1,0,1,"MR-RAPS",0.832969044074895,0,0
"391",1,3,0,0.4,12000,12000,1,1,0,1,"Contamination Mixture",0.832179334274629,0,0
"392",1,3,0,0.4,12000,12000,1,1,0,1,"MR-Robust",0.831302161704861,0.600450470461727,0.915355260151187
"393",1,3,0,0.4,12000,12000,1,1,0,1,"MR-Lasso",0.832912254403532,0,0
"394",1,3,0,0.4,12000,12000,1,1,0,1,"Trans-OR",0.997826693591607,NA,NA
"395",1,3,0,0.4,12000,12000,1,1,0,1,"Trans-IPW",0.995710061439571,NA,NA
"396",1,3,0,0.4,12000,12000,1,1,0,1,"Trans-AIPW",0.995710061439571,NA,NA
"397",2,3,0,0.4,12000,12000,1,1,0,1,"IVW",0.819826023359226,0,6.66133814775094e-16
"398",2,3,0,0.4,12000,12000,1,1,0,1,"Egger",0.83110386260952,3.79946242246021e-06,0.347581437312453
"399",2,3,0,0.4,12000,12000,1,1,0,1,"Weighted median",0.819838120919241,0,0
"400",2,3,0,0.4,12000,12000,1,1,0,1,"Weighted mode",0.842562634529854,0,0
"401",2,3,0,0.4,12000,12000,1,1,0,1,"MR-RAPS",0.825699770582467,0,0
"402",2,3,0,0.4,12000,12000,1,1,0,1,"Contamination Mixture",0.821804955829745,0,0.000806271706464745
"403",2,3,0,0.4,12000,12000,1,1,0,1,"MR-Robust",0.819847033813727,0,0
"404",2,3,0,0.4,12000,12000,1,1,0,1,"MR-Lasso",0.819826023359226,0,6.66133814775094e-16
"405",2,3,0,0.4,12000,12000,1,1,0,1,"Trans-OR",0.987674209654132,NA,NA
"406",2,3,0,0.4,12000,12000,1,1,0,1,"Trans-IPW",0.982643716843373,NA,NA
"407",2,3,0,0.4,12000,12000,1,1,0,1,"Trans-AIPW",0.982643716843373,NA,NA
"408",3,3,0,0.4,12000,12000,1,1,0,1,"IVW",0.825356183779139,0,0
"409",3,3,0,0.4,12000,12000,1,1,0,1,"Egger",0.807647124698533,0,0.000648442845552433
"410",3,3,0,0.4,12000,12000,1,1,0,1,"Weighted median",0.825855172872559,0,0
"411",3,3,0,0.4,12000,12000,1,1,0,1,"Weighted mode",0.818633064776712,0,0
"412",3,3,0,0.4,12000,12000,1,1,0,1,"MR-RAPS",0.825033530702496,0,0
"413",3,3,0,0.4,12000,12000,1,1,0,1,"Contamination Mixture",0.82451649806104,0,0
"414",3,3,0,0.4,12000,12000,1,1,0,1,"MR-Robust",0.825418741852525,0,0
"415",3,3,0,0.4,12000,12000,1,1,0,1,"MR-Lasso",0.825356183779139,0,0
"416",3,3,0,0.4,12000,12000,1,1,0,1,"Trans-OR",1.00434442992606,NA,NA
"417",3,3,0,0.4,12000,12000,1,1,0,1,"Trans-IPW",0.991976366924819,NA,NA
"418",3,3,0,0.4,12000,12000,1,1,0,1,"Trans-AIPW",0.991976366924819,NA,NA
"419",4,3,0,0.4,12000,12000,1,1,0,1,"IVW",0.862665123187495,0,0
"420",4,3,0,0.4,12000,12000,1,1,0,1,"Egger",0.948103677929392,0,0.566010302748131
"421",4,3,0,0.4,12000,12000,1,1,0,1,"Weighted median",0.859490562057065,0,0
"422",4,3,0,0.4,12000,12000,1,1,0,1,"Weighted mode",0.856161605416445,0,0
"423",4,3,0,0.4,12000,12000,1,1,0,1,"MR-RAPS",0.861786871803171,0,0
"424",4,3,0,0.4,12000,12000,1,1,0,1,"Contamination Mixture",0.860720551475009,0,0.00344559626527619
"425",4,3,0,0.4,12000,12000,1,1,0,1,"MR-Robust",0.862362485754932,0,0
"426",4,3,0,0.4,12000,12000,1,1,0,1,"MR-Lasso",0.862665123187495,0,0
"427",4,3,0,0.4,12000,12000,1,1,0,1,"Trans-OR",1.03190608305192,NA,NA
"428",4,3,0,0.4,12000,12000,1,1,0,1,"Trans-IPW",1.03256341243653,NA,NA
"429",4,3,0,0.4,12000,12000,1,1,0,1,"Trans-AIPW",1.03256341243653,NA,NA
"430",5,3,0,0.4,12000,12000,1,1,0,1,"IVW",0.829450165760324,0,1.31418365079128e-09
"431",5,3,0,0.4,12000,12000,1,1,0,1,"Egger",0.959989133302607,6.20630908443331e-07,0.8354210895454
"432",5,3,0,0.4,12000,12000,1,1,0,1,"Weighted median",0.819469279374434,0,0
"433",5,3,0,0.4,12000,12000,1,1,0,1,"Weighted mode",0.813061073186431,0,0
"434",5,3,0,0.4,12000,12000,1,1,0,1,"MR-RAPS",0.819571222972162,0,0
"435",5,3,0,0.4,12000,12000,1,1,0,1,"Contamination Mixture",0.829147437275527,0,0.0478788696803716
"436",5,3,0,0.4,12000,12000,1,1,0,1,"MR-Robust",0.82865875904061,0,1.77635683940025e-15
"437",5,3,0,0.4,12000,12000,1,1,0,1,"MR-Lasso",0.806786532058371,0,0
"438",5,3,0,0.4,12000,12000,1,1,0,1,"Trans-OR",1.0144887170751,NA,NA
"439",5,3,0,0.4,12000,12000,1,1,0,1,"Trans-IPW",1.01198479620803,NA,NA
"440",5,3,0,0.4,12000,12000,1,1,0,1,"Trans-AIPW",1.01198479620803,NA,NA
"441",1,3,0,0.6,12000,12000,1,1,0,1,"IVW",0.750014744577249,0,0
"442",1,3,0,0.6,12000,12000,1,1,0,1,"Egger",0.793616225254974,0,0.00017073919179067
"443",1,3,0,0.6,12000,12000,1,1,0,1,"Weighted median",0.748268061038928,0,0
"444",1,3,0,0.6,12000,12000,1,1,0,1,"Weighted mode",0.746123002496457,0,0
"445",1,3,0,0.6,12000,12000,1,1,0,1,"MR-RAPS",0.749418015598463,0,0
"446",1,3,0,0.6,12000,12000,1,1,0,1,"Contamination Mixture",0.745785371691096,0,0
"447",1,3,0,0.6,12000,12000,1,1,0,1,"MR-Robust",0.749837627861854,0,0
"448",1,3,0,0.6,12000,12000,1,1,0,1,"MR-Lasso",0.750014744577249,0,0
"449",1,3,0,0.6,12000,12000,1,1,0,1,"Trans-OR",0.999482531546502,NA,NA
"450",1,3,0,0.6,12000,12000,1,1,0,1,"Trans-IPW",0.997783235274702,NA,NA
"451",1,3,0,0.6,12000,12000,1,1,0,1,"Trans-AIPW",0.997783235274701,NA,NA
"452",2,3,0,0.6,12000,12000,1,1,0,1,"IVW",0.74463321273902,0,0
"453",2,3,0,0.6,12000,12000,1,1,0,1,"Egger",0.878482305814312,0,0.0264098107542567
"454",2,3,0,0.6,12000,12000,1,1,0,1,"Weighted median",0.75321799237034,0,0
"455",2,3,0,0.6,12000,12000,1,1,0,1,"Weighted mode",0.754584371724822,0,0
"456",2,3,0,0.6,12000,12000,1,1,0,1,"MR-RAPS",0.746936758399286,0,0
"457",2,3,0,0.6,12000,12000,1,1,0,1,"Contamination Mixture",0.744975751719021,0,5.29909086766089e-06
"458",2,3,0,0.6,12000,12000,1,1,0,1,"MR-Robust",0.745475007758161,0,0
"459",2,3,0,0.6,12000,12000,1,1,0,1,"MR-Lasso",0.74463321273902,0,0
"460",2,3,0,0.6,12000,12000,1,1,0,1,"Trans-OR",1.01001560243187,NA,NA
"461",2,3,0,0.6,12000,12000,1,1,0,1,"Trans-IPW",0.99375956741754,NA,NA
"462",2,3,0,0.6,12000,12000,1,1,0,1,"Trans-AIPW",0.99375956741754,NA,NA
"463",3,3,0,0.6,12000,12000,1,1,0,1,"IVW",0.760857601778173,0,0
"464",3,3,0,0.6,12000,12000,1,1,0,1,"Egger",0.815855671602225,0,0.000732048844306332
"465",3,3,0,0.6,12000,12000,1,1,0,1,"Weighted median",0.763906532593738,0,0
"466",3,3,0,0.6,12000,12000,1,1,0,1,"Weighted mode",0.764794081149947,0,0
"467",3,3,0,0.6,12000,12000,1,1,0,1,"MR-RAPS",0.760748929173791,0,0
"468",3,3,0,0.6,12000,12000,1,1,0,1,"Contamination Mixture",0.760614267131219,0,0
"469",3,3,0,0.6,12000,12000,1,1,0,1,"MR-Robust",0.761139955697313,0,0
"470",3,3,0,0.6,12000,12000,1,1,0,1,"MR-Lasso",0.760857601778173,0,0
"471",3,3,0,0.6,12000,12000,1,1,0,1,"Trans-OR",1.00437855359126,NA,NA
"472",3,3,0,0.6,12000,12000,1,1,0,1,"Trans-IPW",0.994836251553542,NA,NA
"473",3,3,0,0.6,12000,12000,1,1,0,1,"Trans-AIPW",0.994836251553542,NA,NA
"474",4,3,0,0.6,12000,12000,1,1,0,1,"IVW",0.757315421039823,0,0
"475",4,3,0,0.6,12000,12000,1,1,0,1,"Egger",0.764531531587864,0,2.24224516247595e-05
"476",4,3,0,0.6,12000,12000,1,1,0,1,"Weighted median",0.757135828801151,0,0
"477",4,3,0,0.6,12000,12000,1,1,0,1,"Weighted mode",0.759480014464032,0,0
"478",4,3,0,0.6,12000,12000,1,1,0,1,"MR-RAPS",0.757433561987727,0,0
"479",4,3,0,0.6,12000,12000,1,1,0,1,"Contamination Mixture",0.757510372030406,0,0
"480",4,3,0,0.6,12000,12000,1,1,0,1,"MR-Robust",0.757295821943874,0,0
"481",4,3,0,0.6,12000,12000,1,1,0,1,"MR-Lasso",0.757315421039823,0,0
"482",4,3,0,0.6,12000,12000,1,1,0,1,"Trans-OR",1.00774098136021,NA,NA
"483",4,3,0,0.6,12000,12000,1,1,0,1,"Trans-IPW",1.01320004968049,NA,NA
"484",4,3,0,0.6,12000,12000,1,1,0,1,"Trans-AIPW",1.01320004968049,NA,NA
"485",5,3,0,0.6,12000,12000,1,1,0,1,"IVW",0.772607411549278,0,0
"486",5,3,0,0.6,12000,12000,1,1,0,1,"Egger",0.914312496522775,2.22044604925031e-16,0.438851760251903
"487",5,3,0,0.6,12000,12000,1,1,0,1,"Weighted median",0.772574955876729,0,0
"488",5,3,0,0.6,12000,12000,1,1,0,1,"Weighted mode",0.772972032003635,0,0
"489",5,3,0,0.6,12000,12000,1,1,0,1,"MR-RAPS",0.773082720420792,0,0
"490",5,3,0,0.6,12000,12000,1,1,0,1,"Contamination Mixture",0.769758994744674,0,0.00128794046125735
"491",5,3,0,0.6,12000,12000,1,1,0,1,"MR-Robust",0.772612007222628,0,0
"492",5,3,0,0.6,12000,12000,1,1,0,1,"MR-Lasso",0.772607411549278,0,0
"493",5,3,0,0.6,12000,12000,1,1,0,1,"Trans-OR",1.00996265091199,NA,NA
"494",5,3,0,0.6,12000,12000,1,1,0,1,"Trans-IPW",1.00737191562103,NA,NA
"495",5,3,0,0.6,12000,12000,1,1,0,1,"Trans-AIPW",1.00737191562103,NA,NA
"496",1,3,0,0.8,12000,12000,1,1,0,1,"IVW",0.665735942540814,0,0
"497",1,3,0,0.8,12000,12000,1,1,0,1,"Egger",0.723911706725547,0,1.0480593037876e-07
"498",1,3,0,0.8,12000,12000,1,1,0,1,"Weighted median",0.666861437028961,0,0
"499",1,3,0,0.8,12000,12000,1,1,0,1,"Weighted mode",0.667876471247638,0,0
"500",1,3,0,0.8,12000,12000,1,1,0,1,"MR-RAPS",0.665392015864983,0,0
"501",1,3,0,0.8,12000,12000,1,1,0,1,"Contamination Mixture",0.668137308583288,0,0
"502",1,3,0,0.8,12000,12000,1,1,0,1,"MR-Robust",0.665814595693404,0,0
"503",1,3,0,0.8,12000,12000,1,1,0,1,"MR-Lasso",0.665735942540814,0,0
"504",1,3,0,0.8,12000,12000,1,1,0,1,"Trans-OR",0.997095795255188,NA,NA
"505",1,3,0,0.8,12000,12000,1,1,0,1,"Trans-IPW",0.995744982184541,NA,NA
"506",1,3,0,0.8,12000,12000,1,1,0,1,"Trans-AIPW",0.995744982184541,NA,NA
"507",2,3,0,0.8,12000,12000,1,1,0,1,"IVW",0.662799557083386,0,0
"508",2,3,0,0.8,12000,12000,1,1,0,1,"Egger",0.775283162708825,0,1.58471322246889e-05
"509",2,3,0,0.8,12000,12000,1,1,0,1,"Weighted median",0.672036084211693,0,0
"510",2,3,0,0.8,12000,12000,1,1,0,1,"Weighted mode",0.672053811288248,0,0
"511",2,3,0,0.8,12000,12000,1,1,0,1,"MR-RAPS",0.664492344831528,0,0
"512",2,3,0,0.8,12000,12000,1,1,0,1,"Contamination Mixture",0.663067286531547,0,8.52429238307195e-13
"513",2,3,0,0.8,12000,12000,1,1,0,1,"MR-Robust",0.672053084156686,0,0
"514",2,3,0,0.8,12000,12000,1,1,0,1,"MR-Lasso",0.662799557083386,0,0
"515",2,3,0,0.8,12000,12000,1,1,0,1,"Trans-OR",1.00908242228379,NA,NA
"516",2,3,0,0.8,12000,12000,1,1,0,1,"Trans-IPW",0.993459019319605,NA,NA
"517",2,3,0,0.8,12000,12000,1,1,0,1,"Trans-AIPW",0.993459019319604,NA,NA
"518",3,3,0,0.8,12000,12000,1,1,0,1,"IVW",0.676245003229226,0,0
"519",3,3,0,0.8,12000,12000,1,1,0,1,"Egger",0.70832736950542,0,2.1012717565938e-08
"520",3,3,0,0.8,12000,12000,1,1,0,1,"Weighted median",0.678475915252,0,0
"521",3,3,0,0.8,12000,12000,1,1,0,1,"Weighted mode",0.679134157869706,0,0
"522",3,3,0,0.8,12000,12000,1,1,0,1,"MR-RAPS",0.676327049447157,0,0
"523",3,3,0,0.8,12000,12000,1,1,0,1,"Contamination Mixture",0.676906023795503,0,0
"524",3,3,0,0.8,12000,12000,1,1,0,1,"MR-Robust",0.676427009539184,0,0
"525",3,3,0,0.8,12000,12000,1,1,0,1,"MR-Lasso",0.676245003229226,0,0
"526",3,3,0,0.8,12000,12000,1,1,0,1,"Trans-OR",1.00533353158822,NA,NA
"527",3,3,0,0.8,12000,12000,1,1,0,1,"Trans-IPW",0.995537934694516,NA,NA
"528",3,3,0,0.8,12000,12000,1,1,0,1,"Trans-AIPW",0.995537934694516,NA,NA
"529",4,3,0,0.8,12000,12000,1,1,0,1,"IVW",0.666274630418876,0,0
"530",4,3,0,0.8,12000,12000,1,1,0,1,"Egger",0.685252344962886,0,1.37913904962872e-06
"531",4,3,0,0.8,12000,12000,1,1,0,1,"Weighted median",0.665510761339855,0,0
"532",4,3,0,0.8,12000,12000,1,1,0,1,"Weighted mode",0.676758181989561,0,0
"533",4,3,0,0.8,12000,12000,1,1,0,1,"MR-RAPS",0.666985037842607,0,0
"534",4,3,0,0.8,12000,12000,1,1,0,1,"Contamination Mixture",0.66357657293978,0,0
"535",4,3,0,0.8,12000,12000,1,1,0,1,"MR-Robust",0.666237375994715,0,0
"536",4,3,0,0.8,12000,12000,1,1,0,1,"MR-Lasso",0.666274630418876,0,0
"537",4,3,0,0.8,12000,12000,1,1,0,1,"Trans-OR",1.00764407144686,NA,NA
"538",4,3,0,0.8,12000,12000,1,1,0,1,"Trans-IPW",1.01380136563326,NA,NA
"539",4,3,0,0.8,12000,12000,1,1,0,1,"Trans-AIPW",1.01380136563326,NA,NA
"540",5,3,0,0.8,12000,12000,1,1,0,1,"IVW",0.691643448998561,0,0
"541",5,3,0,0.8,12000,12000,1,1,0,1,"Egger",0.83780360122221,1.14841469667226e-12,0.168588481454285
"542",5,3,0,0.8,12000,12000,1,1,0,1,"Weighted median",0.691150142987762,0,0
"543",5,3,0,0.8,12000,12000,1,1,0,1,"Weighted mode",0.691456529315669,0,0
"544",5,3,0,0.8,12000,12000,1,1,0,1,"MR-RAPS",0.69142285763249,0,0
"545",5,3,0,0.8,12000,12000,1,1,0,1,"Contamination Mixture",0.689636827289433,0,3.00521299234635e-05
"546",5,3,0,0.8,12000,12000,1,1,0,1,"MR-Robust",0.691611641087474,0,0
"547",5,3,0,0.8,12000,12000,1,1,0,1,"MR-Lasso",0.691643448998561,0,0
"548",5,3,0,0.8,12000,12000,1,1,0,1,"Trans-OR",1.00517736844142,NA,NA
"549",5,3,0,0.8,12000,12000,1,1,0,1,"Trans-IPW",1.00286632669761,NA,NA
"550",5,3,0,0.8,12000,12000,1,1,0,1,"Trans-AIPW",1.00286632669761,NA,NA
"551",1,3,0,1,12000,12000,1,0,0.2,1,"IVW",0.927919572918513,0,0.0558628098356873
"552",1,3,0,1,12000,12000,1,0,0.2,1,"Egger",1.31777454096181,0.0120057599033625,0.54468089272495
"553",1,3,0,1,12000,12000,1,0,0.2,1,"Weighted median",0.945327314082913,0,0.234207732609793
"554",1,3,0,1,12000,12000,1,0,0.2,1,"Weighted mode",0.951245589428805,0,0.394307324141403
"555",1,3,0,1,12000,12000,1,0,0.2,1,"MR-RAPS",0.928238108528102,0,0.107414251566016
"556",1,3,0,1,12000,12000,1,0,0.2,1,"Contamination Mixture",0.925692616230325,0,0.250161845878359
"557",1,3,0,1,12000,12000,1,0,0.2,1,"MR-Robust",0.928839272373031,0,0.0153850430078621
"558",1,3,0,1,12000,12000,1,0,0.2,1,"MR-Lasso",0.927919572918513,0,0.0558628098356873
"559",1,3,0,1,12000,12000,1,0,0.2,1,"Trans-OR",0.915260361506825,NA,NA
"560",1,3,0,1,12000,12000,1,0,0.2,1,"Trans-IPW",0.864606442566711,NA,NA
"561",1,3,0,1,12000,12000,1,0,0.2,1,"Trans-AIPW",0.864606442566711,NA,NA
"562",2,3,0,1,12000,12000,1,0,0.2,1,"IVW",0.942814944304182,0,0.150239487582696
"563",2,3,0,1,12000,12000,1,0,0.2,1,"Egger",0.419082743428724,0.346218101914003,0.191655549600886
"564",2,3,0,1,12000,12000,1,0,0.2,1,"Weighted median",0.940382409974941,0,0.241370897896641
"565",2,3,0,1,12000,12000,1,0,0.2,1,"Weighted mode",0.907354965620622,0,0.0979257643269691
