"","max iteration times","p_Z","gamma","heterogeneity","n_0","n_1","inter_ratio","inter_strength","alpha_modifier","eta_modifier","method","index","num"
"299",5,3,0,0.8,12000,12000,1,1,0,1,"Egger","Bias",-0.253884362975022
"300",5,3,0,0.8,12000,12000,1,1,0,1,"Weighted median","Bias",-0.325193131835946
"301",5,3,0,0.8,12000,12000,1,1,0,1,"Weighted mode","Bias",-0.322544169657836
"302",5,3,0,0.8,12000,12000,1,1,0,1,"MR-RAPS","Bias",-0.327076138876247
"303",5,3,0,0.8,12000,12000,1,1,0,1,"Contamination Mixture","Bias",-0.32773519617209
"304",5,3,0,0.8,12000,12000,1,1,0,1,"MR-Robust","Bias",-0.325571258705708
"305",5,3,0,0.8,12000,12000,1,1,0,1,"MR-Lasso","Bias",-0.327460283545828
"306",5,3,0,0.8,12000,12000,1,1,0,1,"Trans-OR","Bias",0.00486663780309533
"307",5,3,0,0.8,12000,12000,1,1,0,1,"Trans-IPW","Bias",0.000281925705906216
"308",5,3,0,0.8,12000,12000,1,1,0,1,"Trans-AIPW","Bias",0.000281925705906105
"309",5,3,0,0.8,12000,12000,1,1,0,1,"IVW","SD",0.0118225958895984
"310",5,3,0,0.8,12000,12000,1,1,0,1,"Egger","SD",0.0609974084217065
"311",5,3,0,0.8,12000,12000,1,1,0,1,"Weighted median","SD",0.0104617070812666
"312",5,3,0,0.8,12000,12000,1,1,0,1,"Weighted mode","SD",0.00894803049253076
"313",5,3,0,0.8,12000,12000,1,1,0,1,"MR-RAPS","SD",0.0113675343033089
"314",5,3,0,0.8,12000,12000,1,1,0,1,"Contamination Mixture","SD",0.0111853030726932
"315",5,3,0,0.8,12000,12000,1,1,0,1,"MR-Robust","SD",0.0105616149099102
"316",5,3,0,0.8,12000,12000,1,1,0,1,"MR-Lasso","SD",0.0118225958895985
"317",5,3,0,0.8,12000,12000,1,1,0,1,"Trans-OR","SD",0.00464186152512334
"318",5,3,0,0.8,12000,12000,1,1,0,1,"Trans-IPW","SD",0.0083530794205429
"319",5,3,0,0.8,12000,12000,1,1,0,1,"Trans-AIPW","SD",0.00835307942054286
"320",5,3,0,0.8,12000,12000,1,1,0,1,"IVW","MSE",0.107370011073482
"321",5,3,0,0.8,12000,12000,1,1,0,1,"Egger","MSE",0.0681779535973973
"322",5,3,0,0.8,12000,12000,1,1,0,1,"Weighted median","MSE",0.105860020308325
"323",5,3,0,0.8,12000,12000,1,1,0,1,"Weighted mode","MSE",0.104114808629958
"324",5,3,0,0.8,12000,12000,1,1,0,1,"MR-RAPS","MSE",0.107108021458331
"325",5,3,0,0.8,12000,12000,1,1,0,1,"Contamination Mixture","MSE",0.107535469814786
"326",5,3,0,0.8,12000,12000,1,1,0,1,"MR-Robust","MSE",0.106108192204724
"327",5,3,0,0.8,12000,12000,1,1,0,1,"MR-Lasso","MSE",0.107370011073483
"328",5,3,0,0.8,12000,12000,1,1,0,1,"Trans-OR","MSE",4.52310419249369e-05
"329",5,3,0,0.8,12000,12000,1,1,0,1,"Trans-IPW","MSE",6.98534179095479e-05
"330",5,3,0,0.8,12000,12000,1,1,0,1,"Trans-AIPW","MSE",6.98534179095473e-05
"331",5,3,0,1,12000,12000,1,0,0.2,1,"IVW","Bias",-0.0521083523075719
"332",5,3,0,1,12000,12000,1,0,0.2,1,"Egger","Bias",0.235080287677526
"333",5,3,0,1,12000,12000,1,0,0.2,1,"Weighted median","Bias",-0.0519993521171469
"334",5,3,0,1,12000,12000,1,0,0.2,1,"Weighted mode","Bias",-0.0341423639149073
"335",5,3,0,1,12000,12000,1,0,0.2,1,"MR-RAPS","Bias",-0.0501174492203094
"336",5,3,0,1,12000,12000,1,0,0.2,1,"Contamination Mixture","Bias",-0.0530135954743112
"337",5,3,0,1,12000,12000,1,0,0.2,1,"MR-Robust","Bias",-0.0519002879055544
"338",5,3,0,1,12000,12000,1,0,0.2,1,"MR-Lasso","Bias",-0.0521083523075719
"339",5,3,0,1,12000,12000,1,0,0.2,1,"Trans-OR","Bias",-0.0540915968884133
"340",5,3,0,1,12000,12000,1,0,0.2,1,"Trans-IPW","Bias",-0.0862565650935647
"341",5,3,0,1,12000,12000,1,0,0.2,1,"Trans-AIPW","Bias",-0.0862565650935646
"342",5,3,0,1,12000,12000,1,0,0.2,1,"IVW","SD",0.0416225422894515
"343",5,3,0,1,12000,12000,1,0,0.2,1,"Egger","SD",0.582802732560497
"344",5,3,0,1,12000,12000,1,0,0.2,1,"Weighted median","SD",0.0377678123539634
"345",5,3,0,1,12000,12000,1,0,0.2,1,"Weighted mode","SD",0.0636051686317232
"346",5,3,0,1,12000,12000,1,0,0.2,1,"MR-RAPS","SD",0.0431697619396589
"347",5,3,0,1,12000,12000,1,0,0.2,1,"Contamination Mixture","SD",0.0419181500304584
"348",5,3,0,1,12000,12000,1,0,0.2,1,"MR-Robust","SD",0.0417633357327053
"349",5,3,0,1,12000,12000,1,0,0.2,1,"MR-Lasso","SD",0.0416225422894515
"350",5,3,0,1,12000,12000,1,0,0.2,1,"Trans-OR","SD",0.0515577066193993
"351",5,3,0,1,12000,12000,1,0,0.2,1,"Trans-IPW","SD",0.0717745431315654
"352",5,3,0,1,12000,12000,1,0,0.2,1,"Trans-AIPW","SD",0.0717745431315654
"353",5,3,0,1,12000,12000,1,0,0.2,1,"IVW","MSE",0.0044477164068472
"354",5,3,0,1,12000,12000,1,0,0.2,1,"Egger","MSE",0.39492176673453
"355",5,3,0,1,12000,12000,1,0,0.2,1,"Weighted median","MSE",0.00413034027060722
"356",5,3,0,1,12000,12000,1,0,0.2,1,"Weighted mode","MSE",0.00521131849036791
"357",5,3,0,1,12000,12000,1,0,0.2,1,"MR-RAPS","MSE",0.00437538706227711
"358",5,3,0,1,12000,12000,1,0,0.2,1,"Contamination Mixture","MSE",0.00456757260708993
"359",5,3,0,1,12000,12000,1,0,0.2,1,"MR-Robust","MSE",0.00443781609620209
"360",5,3,0,1,12000,12000,1,0,0.2,1,"MR-Lasso","MSE",0.00444771640684721
"361",5,3,0,1,12000,12000,1,0,0.2,1,"Trans-OR","MSE",0.00558409796579065
"362",5,3,0,1,12000,12000,1,0,0.2,1,"Trans-IPW","MSE",0.0125917800634853
"363",5,3,0,1,12000,12000,1,0,0.2,1,"Trans-AIPW","MSE",0.0125917800634853
"364",5,3,0,1,12000,12000,1,0.2,0.2,1,"IVW","Bias",-0.354223633988952
"365",5,3,0,1,12000,12000,1,0.2,0.2,1,"Egger","Bias",-0.297344892669071
"366",5,3,0,1,12000,12000,1,0.2,0.2,1,"Weighted median","Bias",-0.351953519912926
"367",5,3,0,1,12000,12000,1,0.2,0.2,1,"Weighted mode","Bias",-0.3474844556819
"368",5,3,0,1,12000,12000,1,0.2,0.2,1,"MR-RAPS","Bias",-0.353993782495221
"369",5,3,0,1,12000,12000,1,0.2,0.2,1,"Contamination Mixture","Bias",-0.354378596834493
"370",5,3,0,1,12000,12000,1,0.2,0.2,1,"MR-Robust","Bias",-0.354003142694931
"371",5,3,0,1,12000,12000,1,0.2,0.2,1,"MR-Lasso","Bias",-0.354223633988952
"372",5,3,0,1,12000,12000,1,0.2,0.2,1,"Trans-OR","Bias",3.50615120149778e-05
"373",5,3,0,1,12000,12000,1,0.2,0.2,1,"Trans-IPW","Bias",-0.00899886387013351
"374",5,3,0,1,12000,12000,1,0.2,0.2,1,"Trans-AIPW","Bias",-0.00899886387013322
"375",5,3,0,1,12000,12000,1,0.2,0.2,1,"IVW","SD",0.00779873450641639
"376",5,3,0,1,12000,12000,1,0.2,0.2,1,"Egger","SD",0.0394016183510627
"377",5,3,0,1,12000,12000,1,0.2,0.2,1,"Weighted median","SD",0.00988600734275563
"378",5,3,0,1,12000,12000,1,0.2,0.2,1,"Weighted mode","SD",0.011123388418196
"379",5,3,0,1,12000,12000,1,0.2,0.2,1,"MR-RAPS","SD",0.00783408446342901
"380",5,3,0,1,12000,12000,1,0.2,0.2,1,"Contamination Mixture","SD",0.00909796881998016
"381",5,3,0,1,12000,12000,1,0.2,0.2,1,"MR-Robust","SD",0.00795353203301185
"382",5,3,0,1,12000,12000,1,0.2,0.2,1,"MR-Lasso","SD",0.00779873450641639
"383",5,3,0,1,12000,12000,1,0.2,0.2,1,"Trans-OR","SD",0.0126285896872419
"384",5,3,0,1,12000,12000,1,0.2,0.2,1,"Trans-IPW","SD",0.0116333083569119
"385",5,3,0,1,12000,12000,1,0.2,0.2,1,"Trans-AIPW","SD",0.0116333083569125
"386",5,3,0,1,12000,12000,1,0.2,0.2,1,"IVW","MSE",0.125535203136241
"387",5,3,0,1,12000,12000,1,0.2,0.2,1,"Egger","MSE",0.089966472725064
"388",5,3,0,1,12000,12000,1,0.2,0.2,1,"Weighted median","MSE",0.12396901332028
"389",5,3,0,1,12000,12000,1,0.2,0.2,1,"Weighted mode","MSE",0.120869176710448
"390",5,3,0,1,12000,12000,1,0.2,0.2,1,"MR-RAPS","MSE",0.125372970924654
"391",5,3,0,1,12000,12000,1,0.2,0.2,1,"Contamination Mixture","MSE",0.125666962931033
"392",5,3,0,1,12000,12000,1,0.2,0.2,1,"MR-Robust","MSE",0.125381483709688
"393",5,3,0,1,12000,12000,1,0.2,0.2,1,"MR-Lasso","MSE",0.125535203136241
"394",5,3,0,1,12000,12000,1,0.2,0.2,1,"Trans-OR","MSE",0.000159482506798337
"395",5,3,0,1,12000,12000,1,0.2,0.2,1,"Trans-IPW","MSE",0.00021631341428019
"396",5,3,0,1,12000,12000,1,0.2,0.2,1,"Trans-AIPW","MSE",0.0002163134142802
"397",5,3,0,1,12000,12000,1,0.4,0.2,1,"IVW","Bias",-0.378718710388362
"398",5,3,0,1,12000,12000,1,0.4,0.2,1,"Egger","Bias",-0.315747372987309
"399",5,3,0,1,12000,12000,1,0.4,0.2,1,"Weighted median","Bias",-0.376434156999144
"400",5,3,0,1,12000,12000,1,0.4,0.2,1,"Weighted mode","Bias",-0.372873475640187
"401",5,3,0,1,12000,12000,1,0.4,0.2,1,"MR-RAPS","Bias",-0.378420404779902
"402",5,3,0,1,12000,12000,1,0.4,0.2,1,"Contamination Mixture","Bias",-0.381275703076199
"403",5,3,0,1,12000,12000,1,0.4,0.2,1,"MR-Robust","Bias",-0.378470382942287
"404",5,3,0,1,12000,12000,1,0.4,0.2,1,"MR-Lasso","Bias",-0.378718710388362
"405",5,3,0,1,12000,12000,1,0.4,0.2,1,"Trans-OR","Bias",0.0010923916516689
"406",5,3,0,1,12000,12000,1,0.4,0.2,1,"Trans-IPW","Bias",-0.00175981740595939
"407",5,3,0,1,12000,12000,1,0.4,0.2,1,"Trans-AIPW","Bias",-0.00175981740595925
"408",5,3,0,1,12000,12000,1,0.4,0.2,1,"IVW","SD",0.00883748531744133
"409",5,3,0,1,12000,12000,1,0.4,0.2,1,"Egger","SD",0.037645657463016
"410",5,3,0,1,12000,12000,1,0.4,0.2,1,"Weighted median","SD",0.00982494506395697
"411",5,3,0,1,12000,12000,1,0.4,0.2,1,"Weighted mode","SD",0.00892035508303899
"412",5,3,0,1,12000,12000,1,0.4,0.2,1,"MR-RAPS","SD",0.00898844555031352
"413",5,3,0,1,12000,12000,1,0.4,0.2,1,"Contamination Mixture","SD",0.00815083415490498
"414",5,3,0,1,12000,12000,1,0.4,0.2,1,"MR-Robust","SD",0.00887791364400436
"415",5,3,0,1,12000,12000,1,0.4,0.2,1,"MR-Lasso","SD",0.00883748531744136
"416",5,3,0,1,12000,12000,1,0.4,0.2,1,"Trans-OR","SD",0.00683739393966168
"417",5,3,0,1,12000,12000,1,0.4,0.2,1,"Trans-IPW","SD",0.0141648858968021
"418",5,3,0,1,12000,12000,1,0.4,0.2,1,"Trans-AIPW","SD",0.0141648858968019
"419",5,3,0,1,12000,12000,1,0.4,0.2,1,"IVW","MSE",0.14350596274496
"420",5,3,0,1,12000,12000,1,0.4,0.2,1,"Egger","MSE",0.10111359907421
"421",5,3,0,1,12000,12000,1,0.4,0.2,1,"Weighted median","MSE",0.141799204101166
"422",5,3,0,1,12000,12000,1,0.4,0.2,1,"Weighted mode","MSE",0.139114201570801
"423",5,3,0,1,12000,12000,1,0.4,0.2,1,"MR-RAPS","MSE",0.143282794907196
"424",5,3,0,1,12000,12000,1,0.4,0.2,1,"Contamination Mixture","MSE",0.145437597853671
"425",5,3,0,1,12000,12000,1,0.4,0.2,1,"MR-Robust","MSE",0.143318648115152
"426",5,3,0,1,12000,12000,1,0.4,0.2,1,"MR-Lasso","MSE",0.14350596274496
"427",5,3,0,1,12000,12000,1,0.4,0.2,1,"Trans-OR","MSE",4.79432754067582e-05
"428",5,3,0,1,12000,12000,1,0.4,0.2,1,"Trans-IPW","MSE",0.00020374094977174
"429",5,3,0,1,12000,12000,1,0.4,0.2,1,"Trans-AIPW","MSE",0.000203740949771735
"430",5,3,0,1,12000,12000,1,0.6,0.2,1,"IVW","Bias",-0.387773820247816
"431",5,3,0,1,12000,12000,1,0.6,0.2,1,"Egger","Bias",-0.321742990433385
"432",5,3,0,1,12000,12000,1,0.6,0.2,1,"Weighted median","Bias",-0.385595087941663
"433",5,3,0,1,12000,12000,1,0.6,0.2,1,"Weighted mode","Bias",-0.382315675892697
"434",5,3,0,1,12000,12000,1,0.6,0.2,1,"MR-RAPS","Bias",-0.387393295503266
"435",5,3,0,1,12000,12000,1,0.6,0.2,1,"Contamination Mixture","Bias",-0.389544842012017
"436",5,3,0,1,12000,12000,1,0.6,0.2,1,"MR-Robust","Bias",-0.387564107906164
"437",5,3,0,1,12000,12000,1,0.6,0.2,1,"MR-Lasso","Bias",-0.387773820247816
"438",5,3,0,1,12000,12000,1,0.6,0.2,1,"Trans-OR","Bias",0.00189509382568498
"439",5,3,0,1,12000,12000,1,0.6,0.2,1,"Trans-IPW","Bias",-0.00059512659193397
"440",5,3,0,1,12000,12000,1,0.6,0.2,1,"Trans-AIPW","Bias",-0.00059512659193397
"441",5,3,0,1,12000,12000,1,0.6,0.2,1,"IVW","SD",0.00942293882854571
"442",5,3,0,1,12000,12000,1,0.6,0.2,1,"Egger","SD",0.0394390354614219
"443",5,3,0,1,12000,12000,1,0.6,0.2,1,"Weighted median","SD",0.0100481904498922
"444",5,3,0,1,12000,12000,1,0.6,0.2,1,"Weighted mode","SD",0.00844005813095996
"445",5,3,0,1,12000,12000,1,0.6,0.2,1,"MR-RAPS","SD",0.00975814043437687
"446",5,3,0,1,12000,12000,1,0.6,0.2,1,"Contamination Mixture","SD",0.0111464345133017
"447",5,3,0,1,12000,12000,1,0.6,0.2,1,"MR-Robust","SD",0.00943747212241927
"448",5,3,0,1,12000,12000,1,0.6,0.2,1,"MR-Lasso","SD",0.00942293882854575
"449",5,3,0,1,12000,12000,1,0.6,0.2,1,"Trans-OR","SD",0.0063853509406704
"450",5,3,0,1,12000,12000,1,0.6,0.2,1,"Trans-IPW","SD",0.013140125266569
"451",5,3,0,1,12000,12000,1,0.6,0.2,1,"Trans-AIPW","SD",0.0131401252665689
"452",5,3,0,1,12000,12000,1,0.6,0.2,1,"IVW","MSE",0.150457327445752
"453",5,3,0,1,12000,12000,1,0.6,0.2,1,"Egger","MSE",0.105073989411145
"454",5,3,0,1,12000,12000,1,0.6,0.2,1,"Weighted median","MSE",0.148784537976056
"455",5,3,0,1,12000,12000,1,0.6,0.2,1,"Weighted mode","MSE",0.146236510614544
"456",5,3,0,1,12000,12000,1,0.6,0.2,1,"MR-RAPS","MSE",0.150168786705618
"457",5,3,0,1,12000,12000,1,0.6,0.2,1,"Contamination Mixture","MSE",0.151869426940526
"458",5,3,0,1,12000,12000,1,0.6,0.2,1,"MR-Robust","MSE",0.150295003617162
"459",5,3,0,1,12000,12000,1,0.6,0.2,1,"MR-Lasso","MSE",0.150457327445752
"460",5,3,0,1,12000,12000,1,0.6,0.2,1,"Trans-OR","MSE",4.43640872436698e-05
"461",5,3,0,1,12000,12000,1,0.6,0.2,1,"Trans-IPW","MSE",0.000173017067681552
"462",5,3,0,1,12000,12000,1,0.6,0.2,1,"Trans-AIPW","MSE",0.000173017067681549
"463",5,3,0,1,12000,12000,1,0.8,0.2,1,"IVW","Bias",-0.392488998165766
"464",5,3,0,1,12000,12000,1,0.8,0.2,1,"Egger","Bias",-0.324706753357653
"465",5,3,0,1,12000,12000,1,0.8,0.2,1,"Weighted median","Bias",-0.390094749850678
"466",5,3,0,1,12000,12000,1,0.8,0.2,1,"Weighted mode","Bias",-0.387227176189515
"467",5,3,0,1,12000,12000,1,0.8,0.2,1,"MR-RAPS","Bias",-0.39206842669824
"468",5,3,0,1,12000,12000,1,0.8,0.2,1,"Contamination Mixture","Bias",-0.391142575884293
"469",5,3,0,1,12000,12000,1,0.8,0.2,1,"MR-Robust","Bias",-0.394442648990066
"470",5,3,0,1,12000,12000,1,0.8,0.2,1,"MR-Lasso","Bias",-0.392488998165766
"471",5,3,0,1,12000,12000,1,0.8,0.2,1,"Trans-OR","Bias",0.00236572293097264
"472",5,3,0,1,12000,12000,1,0.8,0.2,1,"Trans-IPW","Bias",-7.31521408260827e-05
"473",5,3,0,1,12000,12000,1,0.8,0.2,1,"Trans-AIPW","Bias",-7.31521408263269e-05
"474",5,3,0,1,12000,12000,1,0.8,0.2,1,"IVW","SD",0.0097609767297338
"475",5,3,0,1,12000,12000,1,0.8,0.2,1,"Egger","SD",0.0407326450615615
"476",5,3,0,1,12000,12000,1,0.8,0.2,1,"Weighted median","SD",0.00986185022386196
"477",5,3,0,1,12000,12000,1,0.8,0.2,1,"Weighted mode","SD",0.00832029017131178
"478",5,3,0,1,12000,12000,1,0.8,0.2,1,"MR-RAPS","SD",0.0101971325602074
"479",5,3,0,1,12000,12000,1,0.8,0.2,1,"Contamination Mixture","SD",0.0116898553876446
"480",5,3,0,1,12000,12000,1,0.8,0.2,1,"MR-Robust","SD",0.0124915953017106
"481",5,3,0,1,12000,12000,1,0.8,0.2,1,"MR-Lasso","SD",0.00976097672973377
"482",5,3,0,1,12000,12000,1,0.8,0.2,1,"Trans-OR","SD",0.00618378650062276
"483",5,3,0,1,12000,12000,1,0.8,0.2,1,"Trans-IPW","SD",0.0126852763750899
"484",5,3,0,1,12000,12000,1,0.8,0.2,1,"Trans-AIPW","SD",0.0126852763750899
"485",5,3,0,1,12000,12000,1,0.8,0.2,1,"IVW","MSE",0.154142890347885
"486",5,3,0,1,12000,12000,1,0.8,0.2,1,"Egger","MSE",0.107093624049779
"487",5,3,0,1,12000,12000,1,0.8,0.2,1,"Weighted median","MSE",0.152271169950901
"488",5,3,0,1,12000,12000,1,0.8,0.2,1,"Weighted mode","MSE",0.150014113208241
"489",5,3,0,1,12000,12000,1,0.8,0.2,1,"MR-RAPS","MSE",0.153821632726084
"490",5,3,0,1,12000,12000,1,0.8,0.2,1,"Contamination Mixture","MSE",0.153129167388384
"491",5,3,0,1,12000,12000,1,0.8,0.2,1,"MR-Robust","MSE",0.155741043295482
"492",5,3,0,1,12000,12000,1,0.8,0.2,1,"MR-Lasso","MSE",0.154142890347885
"493",5,3,0,1,12000,12000,1,0.8,0.2,1,"Trans-OR","MSE",4.3835860471414e-05
"494",5,3,0,1,12000,12000,1,0.8,0.2,1,"Trans-IPW","MSE",0.000160921587948122
"495",5,3,0,1,12000,12000,1,0.8,0.2,1,"Trans-AIPW","MSE",0.000160921587948121
"496",5,3,0,1,12000,12000,1,1,0,1,"IVW","Bias",-0.40918022983096
"497",5,3,0,1,12000,12000,1,1,0,1,"Egger","Bias",-0.328824302812814
"498",5,3,0,1,12000,12000,1,1,0,1,"Weighted median","Bias",-0.406300622554257
"499",5,3,0,1,12000,12000,1,1,0,1,"Weighted mode","Bias",-0.403907824693298
"500",5,3,0,1,12000,12000,1,1,0,1,"MR-RAPS","Bias",-0.408831136252658
"501",5,3,0,1,12000,12000,1,1,0,1,"Contamination Mixture","Bias",-0.409099371163114
"502",5,3,0,1,12000,12000,1,1,0,1,"MR-Robust","Bias",-0.40893258808778
"503",5,3,0,1,12000,12000,1,1,0,1,"MR-Lasso","Bias",-0.40918022983096
"504",5,3,0,1,12000,12000,1,1,0,1,"Trans-OR","Bias",0.00277062469858469
"505",5,3,0,1,12000,12000,1,1,0,1,"Trans-IPW","Bias",7.91972499482707e-05
"506",5,3,0,1,12000,12000,1,1,0,1,"Trans-AIPW","Bias",7.91972499482485e-05
"507",5,3,0,1,12000,12000,1,1,0,1,"IVW","SD",0.0102599954102286
"508",5,3,0,1,12000,12000,1,1,0,1,"Egger","SD",0.0413191045771761
"509",5,3,0,1,12000,12000,1,1,0,1,"Weighted median","SD",0.0099204509901714
"510",5,3,0,1,12000,12000,1,1,0,1,"Weighted mode","SD",0.00870898033235185
"511",5,3,0,1,12000,12000,1,1,0,1,"MR-RAPS","SD",0.010635406136873
"512",5,3,0,1,12000,12000,1,1,0,1,"Contamination Mixture","SD",0.00712418139161784
"513",5,3,0,1,12000,12000,1,1,0,1,"MR-Robust","SD",0.0102205286196496
"514",5,3,0,1,12000,12000,1,1,0,1,"MR-Lasso","SD",0.0102599954102286
"515",5,3,0,1,12000,12000,1,1,0,1,"Trans-OR","SD",0.00604066077611635
"516",5,3,0,1,12000,12000,1,1,0,1,"Trans-IPW","SD",0.0123132840500729
"517",5,3,0,1,12000,12000,1,1,0,1,"Trans-AIPW","SD",0.0123132840500729
"518",5,3,0,1,12000,12000,1,1,0,1,"IVW","MSE",0.167533727990335
"519",5,3,0,1,12000,12000,1,1,0,1,"Egger","MSE",0.109832690523393
"520",5,3,0,1,12000,12000,1,1,0,1,"Weighted median","MSE",0.165178611235825
"521",5,3,0,1,12000,12000,1,1,0,1,"Weighted mode","MSE",0.163217377186901
"522",5,3,0,1,12000,12000,1,1,0,1,"MR-RAPS","MSE",0.167256009833336
"523",5,3,0,1,12000,12000,1,1,0,1,"Contamination Mixture","MSE",0.167413049446556
"524",5,3,0,1,12000,12000,1,1,0,1,"MR-Robust","MSE",0.167330320805435
"525",5,3,0,1,12000,12000,1,1,0,1,"MR-Lasso","MSE",0.167533727990335
"526",5,3,0,1,12000,12000,1,1,0,1,"Trans-OR","MSE",4.41659438325181e-05
"527",5,3,0,1,12000,12000,1,1,0,1,"Trans-IPW","MSE",0.000151623236302178
"528",5,3,0,1,12000,12000,1,1,0,1,"Trans-AIPW","MSE",0.000151623236302179
"529",5,3,0,1,12000,12000,1,1,0.2,1,"IVW","Bias",-0.395381108635639
"530",5,3,0,1,12000,12000,1,1,0.2,1,"Egger","Bias",-0.326472715654648
"531",5,3,0,1,12000,12000,1,1,0.2,1,"Weighted median","Bias",-0.392947136092581
"532",5,3,0,1,12000,12000,1,1,0.2,1,"Weighted mode","Bias",-0.390248332070922
"533",5,3,0,1,12000,12000,1,1,0.2,1,"MR-RAPS","Bias",-0.394993021533935
"534",5,3,0,1,12000,12000,1,1,0.2,1,"Contamination Mixture","Bias",-0.39466444003185
"535",5,3,0,1,12000,12000,1,1,0.2,1,"MR-Robust","Bias",-0.395146854065759
"536",5,3,0,1,12000,12000,1,1,0.2,1,"MR-Lasso","Bias",-0.395381108635639
"537",5,3,0,1,12000,12000,1,1,0.2,1,"Trans-OR","Bias",0.0026334434576688
"538",5,3,0,1,12000,12000,1,1,0.2,1,"Trans-IPW","Bias",0.000217628973937822
"539",5,3,0,1,12000,12000,1,1,0.2,1,"Trans-AIPW","Bias",0.000217628973937756
"540",5,3,0,1,12000,12000,1,1,0.2,1,"IVW","SD",0.0099782162688706
"541",5,3,0,1,12000,12000,1,1,0.2,1,"Egger","SD",0.041622694734413
"542",5,3,0,1,12000,12000,1,1,0.2,1,"Weighted median","SD",0.00988437401403438
"543",5,3,0,1,12000,12000,1,1,0.2,1,"Weighted mode","SD",0.00826368335585041
"544",5,3,0,1,12000,12000,1,1,0.2,1,"MR-RAPS","SD",0.0103786308541195
"545",5,3,0,1,12000,12000,1,1,0.2,1,"Contamination Mixture","SD",0.0119273695295411
"546",5,3,0,1,12000,12000,1,1,0.2,1,"MR-Robust","SD",0.00993132507144655
"547",5,3,0,1,12000,12000,1,1,0.2,1,"MR-Lasso","SD",0.00997821626887061
"548",5,3,0,1,12000,12000,1,1,0.2,1,"Trans-OR","SD",0.00612306720495323
"549",5,3,0,1,12000,12000,1,1,0.2,1,"Trans-IPW","SD",0.0124377863217721
"550",5,3,0,1,12000,12000,1,1,0.2,1,"Trans-AIPW","SD",0.012437786321772
"551",5,3,0,1,12000,12000,1,1,0.2,1,"IVW","MSE",0.156425785865855
"552",5,3,0,1,12000,12000,1,1,0.2,1,"Egger","MSE",0.108316882783875
"553",5,3,0,1,12000,12000,1,1,0.2,1,"Weighted median","MSE",0.15450515261301
"554",5,3,0,1,12000,12000,1,1,0.2,1,"Weighted mode","MSE",0.152362049146743
"555",5,3,0,1,12000,12000,1,1,0.2,1,"MR-RAPS","MSE",0.156127203038914
"556",5,3,0,1,12000,12000,1,1,0.2,1,"Contamination Mixture","MSE",0.155902282369548
"557",5,3,0,1,12000,12000,1,1,0.2,1,"MR-Robust","MSE",0.156239667495741
"558",5,3,0,1,12000,12000,1,1,0.2,1,"MR-Lasso","MSE",0.156425785865855
"559",5,3,0,1,12000,12000,1,1,0.2,1,"Trans-OR","MSE",4.44269764411124e-05
"560",5,3,0,1,12000,12000,1,1,0.2,1,"Trans-IPW","MSE",0.000154745890956358
"561",5,3,0,1,12000,12000,1,1,0.2,1,"Trans-AIPW","MSE",0.000154745890956356
"562",5,3,0,1,12000,12000,1,1,0.4,1,"IVW","Bias",-0.382451421494436
"563",5,3,0,1,12000,12000,1,1,0.4,1,"Egger","Bias",-0.32394305070807
"564",5,3,0,1,12000,12000,1,1,0.4,1,"Weighted median","Bias",-0.380007887477919
"565",5,3,0,1,12000,12000,1,1,0.4,1,"Weighted mode","Bias",-0.377890060244023
"566",5,3,0,1,12000,12000,1,1,0.4,1,"MR-RAPS","Bias",-0.382132402044889
"567",5,3,0,1,12000,12000,1,1,0.4,1,"Contamination Mixture","Bias",-0.381983908669244
"568",5,3,0,1,12000,12000,1,1,0.4,1,"MR-Robust","Bias",-0.382142443091861
"569",5,3,0,1,12000,12000,1,1,0.4,1,"MR-Lasso","Bias",-0.382451421494436
"570",5,3,0,1,12000,12000,1,1,0.4,1,"Trans-OR","Bias",0.00333740692641678
"571",5,3,0,1,12000,12000,1,1,0.4,1,"Trans-IPW","Bias",0.000306394363316964
"572",5,3,0,1,12000,12000,1,1,0.4,1,"Trans-AIPW","Bias",0.000306394363317009
"573",5,3,0,1,12000,12000,1,1,0.4,1,"IVW","SD",0.0097419397352175
"574",5,3,0,1,12000,12000,1,1,0.4,1,"Egger","SD",0.0419347762375637
"575",5,3,0,1,12000,12000,1,1,0.4,1,"Weighted median","SD",0.00934237878102227
"576",5,3,0,1,12000,12000,1,1,0.4,1,"Weighted mode","SD",0.00836536892551916
"577",5,3,0,1,12000,12000,1,1,0.4,1,"MR-RAPS","SD",0.00996711815237716
"578",5,3,0,1,12000,12000,1,1,0.4,1,"Contamination Mixture","SD",0.00986188464269057
"579",5,3,0,1,12000,12000,1,1,0.4,1,"MR-Robust","SD",0.0095884141170389
"580",5,3,0,1,12000,12000,1,1,0.4,1,"MR-Lasso","SD",0.00974193973521751
"581",5,3,0,1,12000,12000,1,1,0.4,1,"Trans-OR","SD",0.00686280609297051
"582",5,3,0,1,12000,12000,1,1,0.4,1,"Trans-IPW","SD",0.0125752268850972
"583",5,3,0,1,12000,12000,1,1,0.4,1,"Trans-AIPW","SD",0.0125752268850973
"584",5,3,0,1,12000,12000,1,1,0.4,1,"IVW","MSE",0.146363995192919
"585",5,3,0,1,12000,12000,1,1,0.4,1,"Egger","MSE",0.106697625560146
"586",5,3,0,1,12000,12000,1,1,0.4,1,"Weighted median","MSE",0.144493274586719
